ID	WORD	POS_TAG
17.0	yə̂ŋ	DET
18.0	bə́	VERB
19.0	taʼ	NUM
20.0	puŋtə́	ADJ
21.0	faʼ	NOUN
22.0	.	PUNCT
1.0	Laʼnwə	NOUN
2.0	mlɔmtə	NOUN
3.0	batə	ADJ
4.0	mǔntɔ́	NUM
5.0	wə́	AUX
6.0	.	PUNCT
1.0	Pyə̌	PRON
2.0	ghə	VERB
3.0	yɔ́k	DET
4.0	.	PUNCT
1.0	Ǎ	PRON
2.0	pǝ́	VERB
3.0	nǝ́	ADP
4.0	mtyǝ̌'	NOUN
5.0	mɔ	DET
6.0	sɔm	PRON
7.0	cyanyǝ́mcuŋ	NOUN
8.0	lǝ	PART
9.0	pǝ́	VERB
10.0	nǝ́	ADP
11.0	cǝ̌mcuŋ	NOUN
12.0	MRC	PROPN
13.0	yǝ	DET
14.0	ntʉɔ	ADJ
15.0	kǝ	CONJ
16.0	nǝ́	ADP
17.0	cǝ̌mcuŋ	NOUN
18.0	kwa'	ADV
19.0	yʉ́	PRON
20.0	Maurice	PROPN
21.0	Kámtó	PROPN
22.0	lǝ	PART
23.0	.	PUNCT
1.0	Kǝ	CONJ
2.0	m	PART
3.0	bí	ADP
4.0	Sandjieu	PROPN
5.0	Sandjieu	PROPN
6.0	Biris	PROPN
7.0	?	PUNCT
1.0	Yǝ̂ŋ	DET
2.0	bǝ́	VERB
3.0	nǝ́	INF
4.0	wâk	VERB
0.0	mo	NOUN
5.0	tǝ	ADP
6.0	á	PRON
7.0	cyǝ̂	VERB
8.0	bíŋ	CONJ
9.0	nténwǝ	VERB
10.0	nǝ́	ADP
11.0	é	PRON
12.0	.	PUNCT
1.0	Â	PRON
2.0	nə́ŋ	ADV
3.0	gíŋ	VERB
4.0	gaə́	SCONJ
5.0	mcuŋ	NOUN
6.0	tâdyə̂	NOUN
7.0	taʼ	DET
8.0	-	PUNCT
9.0	ba	CONJ
10.0	m	PART
11.0	bə́yə	SCONJ
12.0	a	PRON
13.0	tə̌	PART
14.0	ntʉ́m	ADP
15.0	paktî	NOUN
16.0	á	PART
17.0	pə̂	PART
18.0	-	PUNCT
19.0	pəcyanyəmcuŋ	NOUN
20.0	nyə́nyɔ́	ADJ
21.0	ntʉ́m	ADP
22.0	paktî	NOUN
23.0	né	PART
24.0	gɔ	AUX
25.0	ghə	VERB
26.0	tə	ADP
27.0	mŋkɔ̌ghɛ́	NOUN
28.0	.	PUNCT
1.0	Pə́	AUX
2.0	pú	PRON
3.0	cə̂ŋtə	ADV
4.0	bɔ́	VERB
5.0	é	PRON
6.0	daʼgaə́	CONJ
7.0	pə́	AUX
8.0	Paul	PROPN
9.0	Biya	PROPN
10.0	lə	PART
11.0	há	VERB
12.0	mcuŋ	NOUN
13.0	ntʉɔ	ADJ
14.0	myə́	DET
15.0	bí	ADP
16.0	pɔ	NOUN
17.0	pyə	DET
18.0	wâp	PRON
19.0	bə́	VERB
0.0	mlezó	"NOUN
"
20.0	sosyô	NOUN
21.0	gaə́	SCONJ
22.0	wâp	PRON
23.0	bə́	VERB
24.0	pəŋkuŋguŋ	NOUN
25.0	.	PUNCT
1.0	Á	PRON
2.0	bǝ́	VERB
3.0	pô'	ADV
4.0	tǝ́	ADP
5.0	mô	NOUN
6.0	gɔ	AUX
7.0	sá'	VERB
8.0	Kamǝlûm	PROPN
9.0	lǝ	PART
10.0	?	PUNCT
1.0	Nwǝ	NOUN
0.0	m	PART
0.0	sí	NOUN
2.0	nǝ́	ADP
3.0	gaǝ́	SCONJ
4.0	ǎ	PRON
5.0	yǝ	DET
6.0	nǝ́	INF
7.0	sɛ̂	VERB
8.0	.	PUNCT
1.0	Christian	PROPN
2.0	Ntimbane	PROPN
3.0	Bomo	PROPN
4.0	Cú'tǝ	VERB
5.0	Pǝwɔ'	NOUN
6.0	.	PUNCT
1.0	Mcuŋdzʉ́	NOUN
2.0	Sɔde	NOUN
3.0	tyə̂ʼ	NOUN
4.0	19	NUM
5.0	nə́	ADP
6.0	Ŋkə̂mbiyɛ́	NOUN
7.0	2021	NUM
8.0	Alice	PROPN
9.0	Kom	PROPN
10.0	ntwɔ̂kshɛ	NOUN
11.0	bíŋ	ADV
12.0	bǝ́	AUX
13.0	nwǝ̂	VERB
14.0	cú'tǝ	NOUN
15.0	nǝ	INF
0.0	bɔ́mtǝ́	VERB
16.0	mco'	NOUN
17.0	pɔmnǝŋ	NOUN
18.0	ka	PART
19.0	yú'	VERB
20.0	mntáknyǝ́	NOUN
21.0	myǝ	DET
22.0	pǝaŋglofɔ́n	NOUN
23.0	ntʉ́m	ADP
24.0	ó	PRON
25.0	á	PRON
26.0	ntaktǝ	ADV
27.0	.	PUNCT
1.0	Yə	DET
2.0	pə́	AUX
3.0	pə	PRON
4.0	zhyə́	VERB
5.0	nə́	ADP
6.0	mghɔm	NOUN
7.0	Motsepe	PROPN
8.0	pú	CONJ
9.0	Ngute	PROPN
10.0	lə	DET
11.0	.	PUNCT
1.0	Volepbɔ́l	NOUN
2.0	Pəlyɔ̂nə̌	NOUN
0.0	X	X
4.0	kwa	VERB
5.0	sham	NOUN
6.0	nə́	ADP
7.0	batə	ADJ
8.0	mcʉ̌m	NOUN
9.0	ntá	NUM
10.0	tə	PART
11.0	yâʼ	VERB
12.0	.	PUNCT
1.0	KAN	PROPN
2.0	Paul	PROPN
3.0	Biya	PROPN
4.0	wə́	AUX
5.0	gɔ	AUX
6.0	lə	VERB
0.0	gʉɔ	NOUN
7.0	Tâdyə̂	NOUN
8.0	KAF	PROPN
9.0	cwəlɔ̌	ADV
10.0	cwəlɔ̌	ADV
11.0	.	PUNCT
1.0	Nə́	INF
0.0	sɔʼ	VERB
2.0	Tâdyə̂	NOUN
3.0	KAF	PROPN
4.0	jɔ́	VERB
5.0	Biyǎ	PROPN
6.0	wə́	AUX
7.0	sɔ́	VERB
0.0	lám	NOUN
8.0	Mŋwâlǎʼ	NOUN
9.0	.	PUNCT
1.0	Pú	PRON
2.0	ghəm	VERB
3.0	Jacques	PROPN
4.0	Songo’o	PROPN
5.0	pû	CONJ
6.0	Andres	PROPN
7.0	Lopez	PROPN
8.0	nə́	ADP
9.0	taʼ	NUM
10.0	nwəf̀ʉ́	NOUN
11.0	shûʼ	NUM
12.0	65	NUM
13.0	.	PUNCT
1.0	Msaʼnyə	NOUN
2.0	FEKAFUT	PROPN
3.0	:	PUNCT
4.0	jean	PROPN
5.0	Claude	PROPN
6.0	Mbede	PROPN
7.0	kəŋnyə	VERB
8.0	tsyə	DET
9.0	tsó	NOUN
10.0	.	PUNCT
1.0	Tâʼ	NUM
2.0	mǒ	NOUN
3.0	kwiʼ	VERB 
4.0	tsyə	DET
5.0	tsǒ	NOUN
6.0	nə̂	ADP
7.0	tsyə́	DET
8.0	Etoʼo	PROPN
9.0	nə́	INF
10.0	kwítə́	VERB
11.0	é	PRON
12.0	.	PUNCT
1.0	Samuel	PROPN
2.0	Etoʼo	PROPN
3.0	nə́	INF
4.0	miŋ	VERB
5.0	ntútə́	VERB
6.0	ywə́	NOUN
7.0	yə	DET
8.0	á	PRON
9.0	gə	VERB
10.0	tə́	ADP
11.0	e	PRON
12.0	cə́ŋ	VERB
13.0	nə́	INF
14.0	sâʼ	VERB
15.0	Fekafût	PROPN
16.0	lə	DET
17.0	.	PUNCT
1.0	Tsǒ	NOUN
2.0	pəlyɔ̂ŋ	NOUN
0.0	X	X
4.0	31	NUM
5.0	nə́	ADP
6.0	fəbɔ	NOUN
7.0	mə́bʉə́	NUM
8.0	myə	DET
9.0	wáp	PRON
10.0	gɔ	AUX
11.0	tám	VERB
12.0	pû	ADP
13.0	Mozambîk	PROPN
14.0	.	PUNCT
1.0	Tʉɔ	NOUN
2.0	yə	DET
3.0	â	PRON
4.0	haptə	VERB
5.0	Nizherya	PROPN
6.0	pû	CONJ
7.0	Kaməlum	PROPN
8.0	á	DET
9.0	pú	PRON
10.0	kwə́	VERB
11.0	:	PUNCT
12.0	Pə́	VERB
13.0	nwəfʉ́	NOUN
14.0	mtɔ́	NOUN
15.0	.	PUNCT
1.0	A	PRON
2.0	lə̂	AUX
3.0	shə́ŋ	VERB
4.0	gaə́	SCONJ
5.0	pú	PRON
6.0	píŋ	VERB
7.0	sɔ́tə́guŋ	NOUN
8.0	shyə́	ADP
9.0	nə́	INF
10.0	foʼ	VERB
11.0	nə́	INF
12.0	lə	VERB
13.0	sǒ	NOUN
14.0	kú	VERB
15.0	Gɔ̂pnaʼ	NOUN
16.0	púa	CONJ
17.0	msə̌ŋwi	NOUN
18.0	!	PUNCT
1.0	N	PRON
2.0	də	AUX
3.0	pə̌	AUX
4.0	shə̂ŋ	VERB
5.0	yaə̌	DET
6.0	nə́	INF
7.0	nyaptə	VERB
8.0	nwə	NOUN
9.0	nə́	INF
10.0	yɔ̌	VERB
11.0	vəŋ	ADJ
12.0	shə́tsə́	NOUN
13.0	pəzhyə́	NOUN
14.0	ŋwaʼnyə	NOUN
15.0	ghɔ̂m	VERB
16.0	gaə́lə́	SCONJ
17.0	ŋ	PRON
18.0	ka	PART
19.0	gùŋ	NOUN
20.0	gaə́	SCONJ
21.0	gaə̂	PRON
22.0	ambazonyɛ̂ŋ	NOUN
23.0	.	PUNCT
1.0	Gaə́	SCONJ
2.0	gaə̌	PRON
3.0	wə́	AUX
4.0	shə́ŋ	VERB
5.0	nə́	INF
6.0	«	PUNCT
7.0	bantustanisê	PROPN
8.0	»	PUNCT
9.0	!	PUNCT
1.0	E	PRON
2.0	kwîʼ	ADV
3.0	nə̂	INF
4.0	kəŋnyə	VERB
5.0	pe	NOUN
6.0	sɔtə́guŋ	NOUN
7.0	də́	VERB
8.0	foʼ	NOUN
9.0	nə́	ADP
10.0	Nizhelya	PROPN
11.0	gə́	CONJ
12.0	Etyopî	PROPN
13.0	pyə	DET
14.0	á	PRON
15.0	bə	SCONJ
16.0	wáp	PRON
17.0	lě	AUX
18.0	sɔtə́	VERB
19.0	daʼgaə́	CONJ
20.0	jaə	ADV
21.0	á	PART
22.0	ntʉ́m	ADP
23.0	ntáknyə́	NOUN
24.0	.	PUNCT
1.0	Daʼgaə́	CONJ
2.0	n	PRON
3.0	dǎm	ADV
4.0	bə́	VERB
5.0	tyə́ʼ	NOUN
6.0	gɔ́m	VERB
7.0	gaə́	SCONJ
8.0	sɔ́tə́gǔŋ	NOUN
9.0	pak	VERB
10.0	haptəguŋ	NOUN
11.0	jáp	VERB
12.0	jʉ̀m	ADP
13.0	.	PUNCT
1.0	Gaə́	PRON
2.0	a	PART
3.0	gɔ́m	VERB
4.0	á	PART
5.0	gaə́	SCONJ
6.0	sɔ́tə́gûŋ	NOUN
7.0	kwítə́	VERB
8.0	nə́	INF
9.0	lôʼ	VERB
10.0	haptəguŋ	NOUN
11.0	.	PUNCT
1.0	Pə́	AUX
2.0	pú	PRON
3.0	nə́ŋ	 CONJ
4.0	jɔ́	VERB
5.0	yá	PRON
6.0	ntʉ́m	ADP
7.0	mguŋ	NOUN
8.0	myə	DET
9.0	wâp	PRON
10.0	ntʉɔtə́	VERB
11.0	pâʼ	SCONJ
12.0	foʼtə	NOUN
13.0	nə	INF
14.0	byá	VERB
15.0	yəmuʼ	NOUN
16.0	áá	DET
17.0	Nizhélya	PROPN
18.0	zhyə́	VERB
19.0	nwə	NOUN
20.0	nə́	ADP
21.0	ntamtəguŋ	NOUN
22.0	daʼgaə́	CONJ
23.0	jʉm	ADP
24.0	páʼ	SCONJ
25.0	shuʼ	NOUN
26.0	nə	INF
0.0	kwí	VERB
0.0	páwa	NOUN
27.0	IRONSI	PROPN
28.0	lə	AUX
29.0	pə̌	VERB
30.0	á	PART
31.0	sɔ́tə́guŋ	NOUN
32.0	sá'tə	VERB
	wáp	PRON
33.0	kó	VERB
34.0	ntʉ́m	ADP
35.0	bɔ̂kbɔ́	ADJ
36.0	shu	NOUN
37.0	Byǎfrà	PROPN
38.0	.	PUNCT
1.0	Etyopî	PROPN
2.0	ghə	VERB
3.0	ntamtə́	NOUN
4.0	guŋ	.
5.0	ntî	NOUN
6.0	sâʼ	NOUN
7.0	lə	AUX
8.0	nə̌ŋ	CONJ
9.0	bə́	VERB
10.0	gɔ́	AUX
11.0	níŋ	VERB
12.0	é	PRON
13.0	mnwə̀tə̀ghɔ̀m	NOUN
14.0	.	PUNCT
1.0	Mguʼ	NOUN
2.0	bɔ̂	DET
3.0	bə́	VERB
4.0	msɔ́tə́gùŋ	NOUN
5.0	bɛ	VERB
6.0	wáp	PRON
7.0	ghə	VERB
8.0	mshɛ	NOUN
9.0	daʼgaə́	CONJ
10.0	bə́	SCONJ
11.0	a	PART
12.0	pú	PRON
13.0	latə	VERB
14.0	pêʼ	ADV
15.0	sɔ́tə́	VERB
16.0	â	ADV
17.0	bə	SCONJ
18.0	wáp	PRON
19.0	tə̂	PART
20.0	jaə	ADV
21.0	bə	VERB
22.0	wə́	ADP
23.0	á	ADV
24.0	.	PUNCT
1.0	Ba	ADV
2.0	pəpétâksî	NOUN
3.0	kə	AUX
4.0	tǒʼ	VERB
5.0	á	PART
6.0	nə̂	ADP
7.0	dəŋdzə	NUM
8.0	tyə́ʼ	NOUN
9.0	nə́	INF
10.0	ghə	VERB
11.0	pôʼ	ADV
12.0	nə́	ADP
13.0	guŋ	ADJ
14.0	mcyə́	NOUN
15.0	faʼ	NOUN
16.0	awɛ́	ADV
17.0	.	PUNCT
1.0	A	PRON
2.0	kə	AUX
3.0	nə̂	ADP
4.0	dzə	ADJ
5.0	mŋwə́	NOUN
6.0	tɔ̂	NUM
7.0	nə́	ADP
8.0	gûʼdzʉ̌	NOUN
9.0	gɔ̂pnaʼ	NOUN
10.0	lâktə	VERB
11.0	shûʼ	NUM
12.0	shǎʼ	NUM
13.0	845	NUM
14.0	F CFA	PROPN
15.0	.	PUNCT
1.0	Mcoʼ	NOUN
2.0	tɛ́ŋkâpgûŋ	NOUN
3.0	2021	NUM
4.0	níŋdəŋ	VERB
5.0	nə́	ADP
6.0	nə́	INF
7.0	pê	VERB
8.0	taksi	NOUN
9.0	gʉɔ	NOUN
10.0	sʉsʉɔ̀	ADJ
11.0	.	PUNCT
1.0	Bʉɔ̌pê	NOUN
2.0	yə̂ŋ	DET
3.0	gɔ	AUX
4.0	lê	VERB
5.0	ba	CONJ
6.0	CDI	PROPN
7.0	daʼdaʼ	ADV
8.0	nə́	ADP
9.0	guŋ	ADV
10.0	mtəŋláʼ	NOUN
11.0	10	NUM
12.0	.	PUNCT
1.0	Nə́	INF
2.0	tê	VERB
3.0	shə́	ADJ
4.0	nə́	ADP
5.0	Tâksǐ	NOUN
6.0	wə́	AUX
7.0	kwíʼ	VERB
8.0	pe	NOUN
9.0	mghɛŋkáp	NOUN
10.0	.	PUNCT
1.0	Â	PRON
2.0	bə́	VERB
3.0	dəŋdzə	ADJ
4.0	ywə́	NOUN
5.0	yə	DET
6.0	a	PRON
7.0	lə	AUX
8.0	ghə	VERB
9.0	pú	PRON
10.0	píŋ	VERB
11.0	nə́	INF
12.0	sîm	VERB
13.0	ŋkâp	NOUN
14.0	tâksi	NOUN
15.0	.	PUNCT
1.0	Gɔ̂pnaʼ	NOUN
2.0	kə	AUX
3.0	nə́	ADP
4.0	2019	NUM
5.0	sím	VERB
6.0	ŋkáp	NOUN
7.0	shûʼshǎʼ	NUM
8.0	5847	NUM
9.0	.	PUNCT
1.0	A	PRON
2.0	kwɛ̂	VERB
3.0	gaə́	SCONJ
4.0	shûʼ shǎʼ	NUM
5.0	5847	NUM
6.0	F CFA	PROPN
7.0	bɔ́	DET
8.0	wə́	AUX
9.0	bə́	VERB
10.0	26	NUM
11.0	%	SYM
12.0	bə́	VERB
13.0	PIB	PROPN
14.0	yə	DET
15.0	â	PRON
16.0	bə́	VERB
17.0	shûʼ shǎʼ	NUM
18.0	22962	NUM
19.0	F CFA	PROPN
20.0	lə	DET
21.0	.	PUNCT
1.0	Shûʼ shǎʼ	NUM
2.0	5847	NUM
3.0	nə́	ADP
4.0	FCFA	PROPN
5.0	bə́	VERB
6.0	26	NUM
7.0	%	SYM
8.0	nə̂	ADP
9.0	dəŋ	NOUN
10.0	Tsə́	NOUN
11.0	Mkam	NOUN
12.0	guŋ	NOUN
13.0	yə	DET
14.0	á	PRON
15.0	bə̂	VERB
16.0	yə́	DET
17.0	shûʼ shǎʼ	NUM
18.0	22962	NUM
19.0	F CFA	PROPN
20.0	lə	DET
21.0	A	PRON
22.0	shə́ŋ	VERB
23.0	gaə́	SCONJ
24.0	pú	PRON
25.0	kwyə́pnyə́	VERB
26.0	ntî	NOUN
27.0	nə	INF
28.0	gə́ə́	VERB
29.0	.	PUNCT
1.0	Po	PRON
2.0	fʉ́'	VERB
3.0	nə̂	NOUN
4.0	yɔ	DET
5.0	nə̂	ADP
6.0	shə	ADJ
7.0	pɔ̀	NOUN
8.0	nə́ŋ	ADV
9.0	fɛ́	VERB
10.0	mnyə̂	NOUN
11.0	mɔ́	DET
12.0	nə̂	ADP
13.0	shə́	ADJ
14.0	msɛ́tə́mwə	NOUN
15.0	nə́	INF
16.0	bi	VERB
17.0	.	PUNCT
18.0	Shə́	ADJ
19.0	pəlô'shù	NOUN
0.0	X	X
21.0	tə̂	PART
22.0	bə	VERB
23.0	wáp	PRON
24.0	há	VERB
	pú	NOUN
25.0	pə́	PART
26.0	shə́	ADJ
27.0	nwə	NOUN
28.0	lə	PART
29.0	pə́	VERB
30.0	gaə́	SCONJ
31.0	po	PRON
32.0	pí	VERB
33.0	tâm	NOUN
34.0	yɔ	DET
35.0	nə́	ADP
36.0	Ka	ADV
37.0	po	PRON
38.0	fɛ̂	VERB
39.0	ŋkà'tə	NOUN
40.0	yɔ́	DET
41.0	po	PRON
42.0	ghə́	VERB
43.0	mnyə̂	NOUN
44.0	pfʉə̀	NUM
45.0	.	PUNCT
1.0	Gaə̌	PRON
2.0	gɔ	AUX
3.0	pə́	AUX
4.0	tʉ́	VERB
5.0	pə́	PART
6.0	bǔ	NOUN
7.0	nə́	ADP
8.0	po	PRON
9.0	Nə́yɔ̂dzʉ̌	NOUN
10.0	Dzə̂dzə	NOUN
11.0	14	NUM
12.0	nə́	ADP
13.0	ŋkə̂mbiyɛ́	NOUN
14.0	2021	NUM
15.0	.	PUNCT
1.0	Mbɔ̂bɔ́k	ADJ
2.0	nwə̌	NOUN
3.0	bo	AUX
4.0	dí	VERB
5.0	lá'	AUX
6.0	jɔ́m	ADJ
7.0	yɔ́m	ADJ
8.0	tə́	ADP
9.0	bó	AUX
10.0	ŋwák	VERB
11.0	cwəlɔ	ADV
12.0	nə́	ADP
13.0	.	PUNCT
1.0	Pú	PRON
2.0	lə	VERB
3.0	mɔ	DET
4.0	jɔ́	VERB
5.0	vəŋ	ADJ
6.0	mvú	NOUN
7.0	dú	VERB
8.0	nə́	ADP
9.0	fányə	NOUN
10.0	pəghaptəgùŋ	NOUN
0.0	X	X
12.0	púa	CONJ
13.0	pə	NOUN
14.0	byap	VERB
15.0	tsʉ'	NOUN
16.0	wə́	ADP
17.0	pə	NOUN
18.0	gəlísì	NOUN
19.0	.	PUNCT
1.0	Ywə́	NOUN
2.0	yə̌ŋ	DET
3.0	bə́	AUX
4.0	wə́	AUX
5.0	lwɔ́k	VERB
6.0	tsə́	NOUN
7.0	pə́	DET
8.0	fa'	NOUN
9.0	nə	ADP
10.0	pəlá'	NOUN
11.0	pá'	ADV
12.0	gɛla'tə	NOUN
13.0	dyə̂kwə̌	NOUN
14.0	Dieudonné	PROPN
15.0	Essomba	PROPN
16.0	.	PUNCT
1.0	Ě	PRON
2.0	ntʉ́m	ADP
3.0	shə́	PRON
4.0	mkwɛnyə	NOUN
5.0	bə́	VERB
6.0	wə́	AUX
7.0	tə́ŋ	VERB
8.0	nə́ŋ	ADV
9.0	báptə	VERB
10.0	gɔ̂pna'	NOUN
11.0	Kaməlûm	PROPN
12.0	.	PUNCT
1.0	""""	PUNCT
2.0	Pə̌	PRON
3.0	ŋwak	VERB
4.0	nə̂	ADP
5.0	mú'	DET
6.0	zheŋ	NOUN
7.0	mbɔ̂bɔ́k	ADJ
8.0	nwə	NOUN
9.0	yə	DET
10.0	mo	NOUN
11.0	lǎm	ADV
12.0	jɔ́	VERB
13.0	ntʉ́m	ADP
14.0	tátə̂	NOUN
15.0	afrika	PROPN
16.0	pɔ	NOUN
17.0	sə́sə́	ADJ
18.0	yə́	DET
19.0	â	PRON
20.0	bə	CONJ
0.0	ǎ	PRON
21.0	nə́ŋ	ADV
22.0	jɔ́	VERB
23.0	ntîntǐ	ADJ
24.0	mghʉghʉɔ	NOUN
25.0	lə	DET
26.0	""""	PUNCT
27.0	pá'	SCONJ
28.0	e	PRON
29.0	gɔm	VERB
30.0	lə	PART
31.0	.	PUNCT
1.0	mkəm	NOUN
2.0	ŋkhə̌ŋkhə̂	NOUN
3.0	sɔmbʉə́ə́	NUM
4.0	bə̂	VERB
5.0	dyə̂	NOUN
6.0	pətǎjyəguŋ	NOUN
7.0	RDPC	PROPN
8.0	,	PUNCT
9.0	SDF	PROPN
10.0	,	PUNCT
11.0	UNDP	PROPN
12.0	,	PUNCT
13.0	UDC	PROPN
14.0	,	PUNCT
15.0	MDR	PROPN
16.0	,	PUNCT
17.0	FSNC	PROPN
18.0	pǔ	CONJ
19.0	ANDP	PROPN
20.0	.	PUNCT
1.0	Paul	PROPN
2.0	BIYA	PROPN
3.0	bə̂	VERB
4.0	tǎvə	NOUN
5.0	ŋwaʼnyə	NOUN
6.0	ŋkhə̌ŋkhə̂	NOUN
7.0	Pour	PROPN
8.0	le	PROPN
9.0	Libéralisme	PROPN
10.0	Communautaire	PROPN
11.0	dyə̂cyanyə	NOUN
12.0	Marcel	PROPN
13.0	Fabre	PROPN
14.0	Lausanne	PROPN
15.0	1987	NUM
16.0	.	PUNCT
1.0	pú	PRON
2.0	lə̂	AUX
3.0	tútə́	VERB
4.0	ŋwa'nyə	NOUN
5.0	yə̌ŋ	DET
6.0	nə́	ADP
7.0	,	PUNCT
8.0	jâmà	PROPN
9.0	bǎ	CONJ
10.0	.	PUNCT
1.0	dôguŋ	NOUN
2.0	síŋ	VERB
3.0	nwə	NOUN
4.0	nə̂	INF
5.0	sɔʼ	VERB
6.0	nəfo	NOUN
7.0	ntíti	ADJ
8.0	mkəm	NOUN
9.0	ŋkhə̌ŋkhə̂	NOUN
10.0	jʉ̂m	ADP
11.0	nəfo	NOUN
12.0	taʼ	DET
0.0	mkəm	NOUN
13.0	.	PUNCT
1.0	dôguŋ	NOUN
2.0	Paul	PROPN
3.0	Biya	PROPN
4.0	bə́	SCONJ
5.0	ê	PRON
6.0	lɔ́m	VERB
7.0	bǐ	ADP
8.0	Chantal	PROPN
9.0	Pulcherie	PROPN
10.0	Biya	PROPN
11.0	.	PUNCT
1.0	ě	PRON
2.0	bə́	VERB
3.0	tá	NOUN
4.0	pô	NOUN
5.0	pətá	NUM
6.0	:	PUNCT
7.0	Frank	PROPN
8.0	BIYA	PROPN
9.0	Paul	PROPN
10.0	BIYA	PROPN
11.0	Junior	PROPN
12.0	pǔ	CONJ
13.0	Anastasie	PROPN
14.0	Brenda	PROPN
15.0	BIYA	PROPN
16.0	EYENGA	PROPN
17.0	.	PUNCT
1.0	mjyə	NOUN
2.0	myə́	DET
3.0	dəŋdzə	ADV
4.0	bə́	VERB
5.0	myə̌	ADV
6.0	taʼ	NUM
7.0	mûsəm	NOUN
8.0	bə̌	SCONJ
9.0	pú	PRON
10.0	dzə	VERB
11.0	ê	PRON
12.0	tám	NOUN
13.0	yə̌	DET
14.0	pədɔkə́	NOUN
15.0	lə	AUX
16.0	lə̂	VERB
17.0	láʼ	NOUN
18.0	ǎ	DET
19.0	é	PRON
20.0	pə̂	AUX
21.0	gɔ	AUX
22.0	ji	VERB
23.0	fála	NOUN
24.0	.	PUNCT
1.0	Paul	PROPN
2.0	BIYA	PROPN
3.0	tə̂	PART
4.0	gɔtí	AUX
5.0	ŋkhʉ	VERB
6.0	bə̌m	NOUN
7.0	yə́ŋ	DET
8.0	pə́	ADV
9.0	Paul	PROPN
10.0	BIYA	PROPN
11.0	lə́	AUX
12.0	kó	VERB
13.0	ntʉ̂m	ADP
14.0	gɔ́pnaʼ	NOUN
15.0	páʼ	SCONJ
16.0	ŋwǎláʼ	NOUN
17.0	kəlák	NOUN
18.0	ntsaə	NOUN
19.0	guŋ	NOUN
20.0	nə́	ADP
21.0	shwâgəfə	NOUN
22.0	1968	NUM
23.0	.	PUNCT
1.0	Pú	PRON
2.0	lə̂	VERB
3.0	é	PRON
4.0	gə	VERB
5.0	ŋwǎláʼ	NOUN
